cliente,recencia,frequencia,valor_monetario,periodo,grupo
326299,84,4,140.799998,172,5
326300,5,10,143.921999,191,5
326302,182,1,25.27,182,3
326308,33,5,192.327999,193,5
326311,54,5,19.116,148,5
326317,45,4,122.549998,164,5
326325,29,4,232.944999,193,5
326326,87,5,382.139999,169,4
326327,53,2,216.264999,81,2
326330,184,1,70.25,184,3
326336,53,2,95.615,65,2
326341,96,3,775.973332,193,4
326343,8,2,314.744998,100,2
326349,3,11,126.878181,146,5
326350,30,1,57.6,30,2
326351,73,3,81.29,191,5
326353,192,1,125.779998,192,3
326357,101,1,489.939999,101,4
326358,69,5,83.796,193,5
326366,53,7,407.487142,191,4
326374,72,2,163.055,191,5
326376,191,1,575.4,191,4
326377,155,2,84.945,175,3
326378,193,1,169.189998,193,3
326379,193,1,244.16,193,3
326383,7,1,152.2,7,2
326384,27,3,188.199999,134,2
326385,169,1,92.89,169,3
326391,22,7,168.242856,179,5
326399,186,1,131.09,186,3
326400,166,1,41.89,166,3
326407,52,2,84.545,92,2
326408,126,2,247.329999,160,3
326410,192,1,28.85,192,3
326411,3,8,190.607499,191,5
326413,134,3,402.836666,191,4
326416,77,5,127.824,191,5
326421,77,14,107.444285,191,5
326425,70,5,165.755999,133,2
326426,91,2,319.495,185,4
326427,9,3,249.7,192,5
326431,169,1,28.93,169,3
326434,3,25,77.4684,191,1
326437,27,7,237.787142,192,5
326445,193,1,142.899997,193,3
326448,193,1,269.06,193,3
326450,1,2,729.784999,32,4
326459,193,1,319.319999,193,3
326461,1,6,129.089999,152,5
326463,121,2,73.115,181,3
326465,126,4,252.669999,193,3
326468,193,1,261.37,193,3
326474,2,7,255.089999,193,5
326475,27,9,142.502221,160,5
326476,86,2,163.31,115,2
326479,60,1,71.42,60,2
326482,67,7,94.338571,130,2
326484,176,3,25.456666,191,3
326486,1,2,464.215,32,2
326491,179,2,176.27,193,3
326492,3,30,118.371666,191,1
326493,15,2,139.864999,17,2
326494,84,3,21.356666,193,5
326495,193,1,23.88,193,3
326496,193,1,50.34,193,3
326502,176,2,151.784998,182,3
326506,106,2,88.854999,149,3
326515,66,3,222.613332,152,5
326523,191,1,129.04,191,3
326527,28,5,94.55,129,2
326529,155,2,117.789999,193,3
326531,73,2,342.905,193,4
326534,38,4,362.067499,193,5
326535,176,1,92.699999,176,3
326538,142,2,222.34,193,3
326540,98,2,273.679999,191,5
326546,56,1,18.99,56,2
326552,176,1,116.12,176,3
326557,193,1,403.54,193,4
326563,98,1,37.8,98,2
326564,167,2,475.619999,185,4
326567,60,2,194.224999,164,5
326571,15,7,254.452856,193,5
326573,115,4,202.392499,183,3
326588,152,1,103.96,152,3
326590,81,3,263.476666,191,5
326592,56,5,74.302,136,2
326595,189,3,169.123333,191,3
326597,32,3,434.859999,177,4
326600,119,5,18.194,192,3
326602,40,1,45.51,40,2
326603,193,1,31.97,193,3
326604,14,6,14.818333,147,5
326612,142,2,40.995,159,3
326623,46,3,142.753332,168,5
326624,122,1,11.06,122,2
326628,112,2,523.684999,167,4
326629,21,13,136.049999,161,5
326632,109,5,335.635998,178,4
326638,27,4,199.762499,193,5
326643,178,1,200.789999,178,3
326644,89,1,5.49,89,2
326651,168,1,76.709999,168,3
326653,18,4,9.705,77,2
326662,10,2,99.27,122,2
326668,131,2,89.01,192,3
326673,192,1,509.479998,192,4
326686,109,3,349.499998,161,4
326687,11,7,158.735714,191,5
326689,132,1,384.74,132,4
326692,93,2,438.109998,115,4
326696,193,1,56.53,193,3
326700,161,1,9.789999,161,3
326706,10,20,224.646999,183,1
326711,11,11,122.449999,172,5
326712,33,5,211.989999,155,5
326719,111,3,166.869999,130,2
326728,124,2,7.485,184,3
326730,163,3,46.146664,189,3
326732,86,2,121.775,191,5
326738,155,2,33.525,171,3
326744,162,2,134.619999,187,3
326747,29,4,400.8925,181,4
326751,193,1,134.599999,193,3
326755,38,1,302.98,38,2
326760,192,1,11.99,192,3
326762,92,6,147.091666,182,5
326766,10,11,128.103636,108,2
326768,112,1,108.829999,112,2
326783,28,3,221.943332,56,2
326787,50,4,51.3125,78,2
326788,8,14,274.469285,173,5
326793,8,16,320.961249,115,1
326797,192,1,154.87,192,3
326798,1,5,392.863999,152,5
326799,2,1,52.97,2,2
326806,63,2,629.964999,182,4
326807,63,2,305.344999,179,5
326808,181,1,287.05,181,3
326811,193,1,167.669999,193,3
326814,8,5,247.383999,129,2
326818,12,14,153.930713,191,5
326820,117,4,104.819999,129,2
326822,173,1,14.99,173,3
326827,60,2,202.424998,99,2
326830,124,2,425.479998,162,4
326836,32,6,204.431666,171,5
326839,82,1,250.2,82,2
326847,92,3,562.883332,159,4
326848,8,9,109.313333,113,2
326852,25,4,51.3,81,2
326853,25,1,13.74,25,2
326854,70,3,96.173333,103,2
326859,193,1,335.079999,193,3
326868,46,1,114.98,46,2
326874,159,4,107.8075,193,3
326875,42,7,70.58,96,2
326876,172,1,91.5,172,3
326877,150,10,85.113999,175,3
326879,21,6,116.98,193,5
326891,1,6,165.231665,160,5
326895,110,3,300.796666,184,4
326896,16,3,328.673332,193,5
326897,56,11,65.20909,137,5
326898,105,5,33.728,173,5
326904,17,4,246.284999,178,5
326915,119,1,51.98,119,2
326916,192,1,213.21,192,3
326922,32,7,87.772857,180,5
326929,25,3,789.863331,115,4
326930,135,1,13.66,135,3
326940,7,12,96.832499,191,5
326943,169,1,172.84,169,3
326944,59,1,338.75,59,2
326956,106,4,115.712499,191,5
326962,1,7,92.168571,189,5
326964,118,5,194.386,177,5
326966,105,5,118.081999,191,5
326968,3,1,287.5,3,2
326969,11,4,225.089999,140,5
326972,176,1,99.9,176,3
326974,193,1,29.6,193,3
326975,40,3,240.196666,182,5
326980,129,5,30.246,177,3
326983,191,1,63.08,191,3
326984,69,2,55.354999,181,5
326985,79,2,33.555,120,2
326991,171,2,90.95,191,3
326993,82,6,114.458333,171,5
327005,178,1,192.199999,178,3
327008,182,1,103.659998,182,3
327009,66,1,179.07,66,2
327011,78,2,14.94,184,5
327013,8,3,20.726666,191,5
327025,2,9,253.474444,168,5
327028,4,3,274.433333,185,5
327032,121,4,103.504999,192,3
327040,119,1,278.589999,119,2
327041,35,6,23.103333,191,5
327047,79,3,151.439999,166,5
327051,191,1,166.949999,191,3
327054,156,1,111.96,156,3
327059,172,1,231.38,172,3
327065,78,1,37.62,78,2
327069,120,3,173.903332,192,3
327070,34,10,143.950999,191,5
327075,191,2,24.119999,191,3
327079,139,1,46.88,139,3
327081,176,1,230.099999,176,3
327082,95,2,139.215,112,2
327085,117,1,319.329999,117,4
327091,14,2,327.234999,157,5
327093,78,1,291.27,78,2
327094,79,13,116.991538,167,5
327095,192,1,104.469998,192,3
327098,59,2,402.73,161,4
327106,51,4,272.599998,171,5
327108,7,15,220.373332,185,1
327110,2,11,119.850908,191,5
327117,168,1,51.98,168,3
327118,119,3,63.29,177,3
327129,28,5,138.642,177,5
327131,133,2,63.16,149,3
327135,1,7,81.285714,191,5
327140,12,4,198.629999,122,2
327141,28,7,112.384285,191,5
327142,127,2,150.77,193,3
327145,161,2,118.015,183,3
327148,13,6,37.003332,105,2
327155,115,2,158.685,191,3
327160,3,10,128.685999,191,5
327161,48,1,457.229998,48,2
327166,157,2,97.625,160,3
327171,117,3,1.923333,130,2
327172,14,11,131.651817,182,5
327176,115,3,179.243333,140,3
327188,50,7,137.751428,176,5
327208,41,5,178.418,136,5
327214,10,2,153.195,22,2
327219,192,1,48.73,192,3
327221,33,6,228.556666,191,5
327224,192,1,255.199996,192,3
327228,54,10,171.559999,131,5
327241,87,1,505.58,87,4
327242,115,3,38.316666,192,3
327243,112,2,75.8,160,3
327249,114,7,237.927142,192,5
327254,38,3,301.539999,152,5
327255,24,1,511.11,24,2
327262,168,3,36.316666,183,3
327269,191,1,68.78,191,3
327270,17,19,69.496841,192,1
327279,46,6,16.741666,165,5
327283,131,1,404.939999,131,4
327290,62,2,599.329999,170,4
327292,80,4,232.824999,157,5
327294,3,8,57.17,116,2
327296,163,1,38.84,163,3
327297,132,6,162.461666,191,3
327307,17,2,314.239996,174,5
327312,86,1,502.799999,86,4
327313,76,2,135.204999,82,2
327314,13,3,259.166666,183,5
327316,64,3,63.92,176,5
327321,45,13,139.487692,191,5
327323,171,1,21.98,171,3
327330,9,9,201.335554,143,5
327333,192,1,218.55,192,3
327336,142,1,163.029998,142,3
327338,69,3,17.13,128,2
327346,3,8,82.784999,98,2
327349,22,5,41.152,143,5
327350,178,1,222.09,178,3
327359,152,1,246.389999,152,3
327360,9,8,216.458749,177,5
327363,17,8,266.779999,148,5
327368,176,3,58.373333,191,3
327369,150,1,260.76,150,3
327371,2,4,298.134999,191,5
327373,16,4,128.98,134,2
327376,87,1,566.469999,87,4
327377,40,4,141.049999,164,5
327379,7,18,100.162777,167,1
327381,17,2,42.69,44,2
327383,44,1,117.16,44,2
327387,181,1,554.749999,181,4
327390,38,3,42.693333,66,2
327396,16,3,304.099998,108,2
327397,24,1,6.18,24,2
327402,154,2,296.705,181,3
327403,85,7,93.852857,163,5
327413,4,4,213.3275,187,5
327416,18,14,130.952857,187,5
327418,28,4,486.297499,131,4
327419,8,4,169.364999,178,5
327420,192,1,50.309999,192,3
327421,63,3,384.083331,115,4
327423,82,3,120.526666,191,5
327429,32,7,203.949999,173,5
327430,103,4,141.944999,179,5
327439,13,2,130.894999,169,5
327442,57,4,92.037499,162,5
327447,192,1,131.93,192,3
327448,61,2,682.13,119,4
327451,13,5,167.851999,93,2
327459,29,3,331.286666,95,2
327461,191,1,575.4,191,4
327462,192,1,100.6,192,3
327464,22,8,95.453749,171,5
327469,129,1,151.45,129,3
327482,26,4,614.109999,175,4
327484,44,2,177.619992,191,5
327487,29,1,116.58,29,2
327488,134,8,164.049999,192,3
327489,17,2,33.615,191,5
327491,72,4,201.814998,167,5
327492,14,13,50.520769,184,5
327493,87,1,110.19,87,2
327500,170,2,162.939998,191,3
327504,185,2,34.09,186,3
327505,86,6,223.499999,191,5
327508,59,4,544.142498,143,4
327509,3,13,260.103076,165,5
327515,129,3,45.253333,191,3
327517,10,8,82.482499,185,5
327520,23,6,51.661666,83,2
327521,3,7,236.591428,185,5
327522,93,4,257.497499,192,5
327526,2,5,25.616,61,2
327527,185,1,258.879998,185,3
327530,143,1,86.57,143,3
327536,17,1,34.35,17,2
327547,59,2,100.935,136,2
327560,94,5,106.081999,177,5
327562,135,5,49.998,188,3
327569,161,2,163.059999,168,3
327572,159,2,243.314999,192,3
327574,14,1,388.75,14,2
327575,58,4,181.117499,157,5
327584,66,4,104.9075,178,5
327587,7,6,210.428332,164,5
327589,45,8,169.978749,191,5
327593,80,2,162.065,136,2
327596,163,1,70.1,163,3
327597,179,1,20.98,179,3
327600,192,1,153.21,192,3
327602,36,3,21.4,126,2
327605,14,3,236.556666,73,2
327614,121,1,240.149999,121,2
327616,11,3,261.893333,73,2
327617,1,5,32.587999,191,5
327618,23,6,90.478333,112,2
327620,85,6,266.163332,183,5
327622,93,4,86.202499,163,5
327625,153,1,46.61,153,3
327626,119,3,99.699999,191,3
327627,122,1,72.41,122,2
327629,5,5,334.911998,85,2
327631,14,4,146.17,153,5
327638,61,2,821.114997,116,4
327639,184,1,628.11,184,4
327641,169,2,52.83,185,3
327644,75,6,16.165,191,5
327650,191,1,29.67,191,3
327651,16,4,39.819999,191,5
327659,79,8,129.591249,186,5
327660,108,1,168.069999,108,2
327661,24,1,50.15,24,2
327662,192,1,989.52,192,4
327663,103,2,262.1,134,2
327669,3,2,24.255,192,5
327671,2,9,199.223333,192,5
327672,148,3,12.166666,182,3
327675,10,2,207.2,99,2
327678,12,1,22.21,12,2
327679,112,2,253.469999,167,3
327683,162,2,66.89,185,3
327689,12,11,15.747272,173,5
327690,173,1,65.47,173,3
327692,22,5,608.219999,173,4
327693,78,4,45.3575,135,2
327697,191,1,13.98,191,3
327703,28,2,11.595,47,2
327705,11,10,68.208999,143,5
327706,38,4,235.455,191,5
327710,5,2,107.404999,192,5
327716,8,5,24.682,89,2
327724,60,1,307.33,60,2
327728,15,8,227.237499,168,5
327729,21,5,294.201999,191,5
327730,78,4,359.574999,161,4
327748,125,2,142.614999,171,3
327754,2,13,278.857692,169,5
327757,7,2,298.96,145,5
327763,7,17,191.014117,191,1
327765,82,1,22.74,82,2
327767,162,1,51.61,162,3
327769,22,11,122.797272,192,5
327772,141,2,61.595,172,3
327773,179,2,49.465,192,3
327774,192,1,44.69,192,3
327787,187,1,427.71,187,4
327791,128,3,126.606666,191,3
327799,1,17,95.418235,192,1
327800,22,9,154.416666,177,5
327802,103,3,322.09,191,4
327804,105,3,58.286666,130,2
327810,188,1,549.649998,188,4
327812,186,1,121.9,186,3
327814,42,6,541.851666,165,4
327815,160,1,271.04,160,3
327816,176,1,258.54,176,3
327817,2,11,158.240908,129,5
327818,73,1,186,73,2
327819,27,3,108.456666,192,5
327823,42,2,104.745,53,2
327836,191,1,227.42,191,3
327850,22,5,83.849999,120,2
327852,2,4,78.412499,63,2
327853,40,8,143.454999,165,5
327861,188,1,96.02,188,3
327869,168,1,22.32,168,3
327873,127,4,100.637499,191,3
327875,33,2,203.905,127,2
327878,115,3,512.533333,175,4
327880,73,3,270.58,192,5
327881,167,2,126.839999,182,3
327882,107,1,467.009999,107,4
327884,185,2,132.989999,191,3
327891,13,10,263.952999,167,5
327899,7,17,141.087646,180,1
327901,2,10,117.151999,192,5
327906,66,3,149.703333,122,2
327916,99,2,6.27,115,2
327928,62,2,554.709998,92,4
327930,85,3,52.476666,180,5
327932,98,7,80.608571,191,5
327935,192,1,21.8,192,3
327937,90,1,289.639999,90,2
327939,63,1,79.75,63,2
327940,3,20,43.135,186,1
327942,191,1,29.99,191,3
327944,162,1,29.99,162,3
327950,68,3,106.76,191,5
327953,2,3,179.653332,115,2
327954,39,7,371.525713,192,5
327956,15,1,106.63,15,2
327959,70,3,405.073332,95,4
327960,191,1,221.27,191,3
327970,77,1,261.79,77,2
327981,106,2,144.844999,119,2
327983,85,4,399.857499,184,4
327986,23,2,38.33,47,2
327987,77,4,93.997499,191,5
327989,9,1,21.03,9,2
327995,191,1,74.18,191,3
327997,50,2,27.5,95,2
328001,15,17,182.229999,191,1
328003,172,4,38.335,191,3
328009,13,4,176.095,72,2
328016,30,2,147.914998,62,2
328019,143,1,330.16,143,4
328023,2,13,295.756922,191,5
328028,122,1,279.53,122,4
328036,68,8,125.143749,186,5
328040,7,8,42.876249,177,5
328042,17,9,120.087777,77,2
328049,4,7,36.132856,81,2
328051,68,2,36.515,166,5
328060,11,2,124.179999,121,2
328063,10,3,32.816666,192,5
328064,140,2,110.364999,191,3
328067,133,1,185.54,133,3
328075,169,1,54.79,169,3
328076,10,5,349.703999,176,5
328078,150,1,58.149999,150,3
328080,134,3,104.043333,192,3
328082,25,9,162.594444,167,5
328086,130,1,24.25,130,3
328087,116,1,53.09,116,2
328098,146,1,60.819999,146,3
328099,22,8,260.074999,157,5
328105,192,1,219.36,192,3
328107,8,12,290.335832,191,5
328109,88,6,484.203332,189,4
328111,32,7,134.041428,180,5
328115,192,1,67.21,192,3
328119,118,1,235.429999,118,2
328124,116,9,84.356666,191,5
328128,17,9,318.865554,96,2
328129,113,3,36.12,191,3
328135,136,2,133.895,191,3
328141,113,2,79.86,115,2
328148,182,2,38.504999,191,3
328149,77,5,272.725999,192,5
328150,160,1,336.12,160,4
328155,68,2,139.87,192,5
328160,64,3,49.729999,183,5
328162,192,1,174.489999,192,3
328164,1,27,270.918518,179,1
328167,142,1,172.14,142,3
328168,25,2,62.045,119,2
328171,17,8,227.858749,189,5
328176,192,1,205.449998,192,3
328177,142,2,90.815,176,3
328184,96,2,122.385,170,5
328187,192,1,1144.929994,192,4
328188,71,10,252.317999,163,5
328196,179,1,105.83,179,3
328199,1,2,169.254999,24,2
328200,159,1,499.159999,159,4
328208,191,2,28.745,192,3
328209,101,2,56.075,191,3
328213,143,1,104,143,3
328214,11,6,211.206666,180,5
328217,24,1,276.5,24,2
328220,141,1,449.969999,141,4
328223,109,2,10.91,132,2
328225,192,1,3.98,192,3
328229,12,7,234.889999,180,5
328230,124,1,242.22,124,2
328232,4,2,28.665,48,2
328233,159,1,38.31,159,3
328237,115,1,131.01,115,2
328244,58,2,273.275,191,5
328247,1,3,288.496665,184,5
328251,192,1,335.08,192,3
328252,14,6,174.548333,123,2
328253,47,1,245.61,47,2
328254,45,1,246.57,45,2
328255,28,2,78.6,69,2
328257,21,3,79.669999,108,2
328261,170,1,181.89,170,3
328262,46,2,146.255,56,2
328273,191,1,29.9,191,3
328275,99,1,79.9,99,2
328276,54,2,51.015,71,2
328279,177,4,182.474999,191,3
328281,16,4,35.985,191,5
328284,161,4,319.334999,189,4
328285,1,6,24.703333,192,5
328289,66,2,101.105,70,2
328291,94,1,34.06,94,2
328293,2,23,79.453912,178,1
328297,9,10,359.299999,189,5
328304,179,1,105.08,179,3
328308,140,2,28.79,182,3
328309,66,5,21.96,192,5
328311,116,1,5.99,116,2
328312,191,1,9.99,191,3
328320,192,1,320.71,192,3
328324,192,1,190.31,192,3
328329,2,18,298.60611,191,1
328333,80,3,154.803333,192,5
328335,59,2,294.99,67,2
328338,22,2,685.464997,41,4
328342,21,1,182.57,21,2
328343,24,7,147.707142,82,2
328345,16,4,133.5975,191,5
328346,58,1,297.909998,58,2
328366,6,31,71.30129,185,1
328375,191,1,261.47,191,3
328380,192,1,243.34,192,3
328383,22,5,256.739999,191,5
328385,14,9,117.044444,167,5
328395,13,8,150.643749,169,5
328396,30,5,173.471999,172,5
328397,11,4,591.397498,90,4
328402,120,1,29.6,120,2
328404,21,5,553.345999,175,4
328407,15,11,109.359999,185,5
328411,42,14,21.485714,168,5
328413,126,1,31.559999,126,3
328416,61,6,69.519999,122,2
328423,164,1,207.04,164,3
328427,162,1,11.17,162,3
328430,191,1,1779,191,4
328433,192,1,17.96,192,3
328434,191,1,449.4,191,4
328436,5,3,127.473333,98,2
328444,172,2,34.249999,173,3
328446,76,1,71.59,76,2
328448,7,22,107.197272,191,1
328449,135,6,79.829999,192,3
328454,72,2,93.265,121,2
328457,8,4,217.46,142,5
328461,9,9,359.176664,189,5
328466,1,2,213.28,30,2
328475,138,3,54.226666,192,3
328476,14,3,66.096666,189,5
328485,5,23,121.645651,192,1
328488,72,4,686.654998,141,4
328492,136,2,252.405,139,3
328498,86,1,269.81,86,2
328499,192,1,177.15,192,3
328501,129,4,346.487499,169,4
328508,9,1,40.22,9,2
328509,102,1,20.98,102,2
328510,191,1,216.74,191,3
328516,192,1,49.5,192,3
328517,4,5,180.669999,166,5
328532,1,5,164.552,133,2
328536,12,8,177.793749,182,5
328547,15,4,57.9425,191,5
328553,1,5,358.021999,152,5
328554,70,4,43.4175,178,5
328555,4,5,56.286,29,2
328557,159,1,128.469999,159,3
328561,44,2,150.575,66,2
328562,52,3,474.633331,117,4
328564,3,4,33.2675,81,2
328565,4,7,217.095714,166,5
328567,68,5,594.123999,191,4
328568,191,1,201.32,191,3
328569,182,1,83.19,182,3
328570,175,1,45.36,175,3
328572,9,3,397.893333,161,4
328576,175,1,341.9,175,4
328579,171,1,20.98,171,3
328590,154,1,106.36,154,3
328591,191,1,194.869999,191,3
328594,192,1,99.53,192,3
328596,115,8,124.787499,183,5
328600,191,1,194.879999,191,3
328601,117,1,366.839998,117,4
328607,53,1,139.91,53,2
328613,10,8,51.967499,192,5
328615,10,11,26.43,191,5
328616,124,1,164.49,124,2
328617,184,2,50.834999,192,3
328620,192,1,148.159999,192,3
328621,72,1,3.39,72,2
328625,57,2,8.44,168,5
328626,12,16,66.956874,191,1
328632,30,7,150.31857,191,5
328636,10,9,70.963333,124,5
328642,8,5,98.925999,72,2
328644,63,1,16.49,63,2
328647,192,1,123.199999,192,3
328651,13,11,138.566363,187,5
328652,68,2,157.005,87,2
328654,21,10,64.255,191,5
328657,155,2,459.759999,178,4
328658,162,2,51.54,166,3
328661,3,1,465.09,3,2
328666,118,2,88.015,187,3
328670,182,1,513.289999,182,4
328673,169,1,14.99,169,3
328676,22,8,199.358749,169,5
328677,2,6,193.649999,148,5
328678,61,4,148.212499,132,2
328682,25,6,17.178333,186,5
328683,9,2,50.059999,19,2
328689,191,1,127.25,191,3
328690,12,2,58.7,74,2
328691,46,2,288.184999,167,5
328696,192,1,34.35,192,3
328699,80,2,217.96,181,5
328700,5,4,513.489999,127,4
328701,176,1,194.39,176,3
328704,36,2,150.305,54,2
328706,162,1,420.08,162,4
328711,80,11,181.737272,192,5
328713,178,3,124.62,187,3
328714,191,1,57.9,191,3
328716,192,1,122.5,192,3
328722,191,1,64.05,191,3
328741,54,1,41.02,54,2
328742,15,13,116.087692,191,5
328748,78,13,33.444615,191,5
328750,141,1,23.98,141,3
328753,11,8,238.036249,186,5
328759,180,1,295.66,180,3
328763,135,1,18.09,135,3
328764,23,5,457.677998,172,4
328766,56,8,96.682499000000007,192,5
328770,66,9,110.798888,192,5
328772,7,6,133.866666,191,5
328775,48,5,160.981999,188,5
328778,187,1,167.7,187,3
328779,13,3,275.9,191,5
328781,63,2,22.36,74,2
328784,30,3,390.873331,112,4
328789,186,2,228.65,191,3
328795,3,8,41.681249,142,5
328799,126,1,538.549999,126,4
328804,94,2,601.395,191,4
328808,33,6,153.436666,140,5
328813,185,1,15.68,185,3
328822,10,4,135.757499,191,5
328825,29,1,159.36,29,2
328828,191,1,93.12,191,3
328831,141,1,409.68,141,4
328833,178,1,5.58,178,3
328836,1,12,184.907499,178,5
328843,91,6,65.643333,188,5
328858,38,4,57.2875,97,2
328861,76,3,49.69,126,2
328864,61,2,148.434999,185,5
328875,17,11,333.53909,168,5
328880,21,5,141.174,177,5
328884,9,1,464.699999,9,2
328885,179,2,241.79,182,3
328887,62,1,147.87,62,2
328889,20,1,93.98,20,2
328890,28,5,218.264,188,5
328891,27,9,65.605555,116,2
328893,49,4,119.704999,181,5
328895,3,14,78.889285,191,1
328896,162,4,60.0925,191,3
328899,137,4,98.4075,166,3
328900,75,3,16.62,143,2
328903,28,6,165.188331,191,5
328904,191,1,129.56,191,3
328906,21,11,56.099999,170,5
328907,2,14,75.836428,191,1
328912,114,3,172.779999,179,3
328913,191,1,141.29,191,3
328921,150,1,418.179999,150,4
328923,49,6,143.748332,165,5
328933,3,4,114.2,91,2
328936,44,5,316.391999,154,5
328938,4,1,202.35,4,2
328941,3,14,173.956428,191,5
328948,164,2,76.039999,182,3
328949,62,13,225.364615,184,5
328953,126,2,84.17,127,3
328955,19,5,67.582,191,5
328956,56,5,124.125999,143,5
328967,51,3,247.989999,141,2
328971,191,1,140.46,191,3
328972,7,8,325.877499,191,5
328973,33,1,66.449998,33,2
328974,18,4,28.987499,45,2
328975,101,1,66.12,101,2
328984,1,1,151.699998,1,2
328994,30,7,256.15857,181,5
328997,11,11,630.337272,178,4
329008,191,1,110.81,191,3
329012,28,12,411.359999,160,5
329013,32,2,485.104999,66,4
329014,40,5,469.005998,162,4
329020,85,3,81.733333,182,5
329021,47,2,30.02,134,2
329022,89,3,128.639999,160,5
329023,101,2,571.859999,130,4
329026,191,1,35.49,191,3
329027,69,3,188.856666,191,5
329028,121,2,752.46,191,4
329037,5,16,430.053124,185,1
329045,191,1,131.21,191,3
329046,172,1,24.05,172,3
329049,59,7,237.412856,191,5
329053,136,1,16.99,136,3
329055,17,5,124.116,123,2
329056,191,1,3.68,191,3
329059,74,3,72.71,182,5
329060,27,14,26.600714,191,5
329066,3,4,148.924999,160,5
329073,83,1,37.8,83,2
329077,177,1,318.62,177,3
329081,166,1,39.38,166,3
329086,139,2,173.844998,191,3
329091,44,7,387.312856,181,5
329096,97,1,53.92,97,2
329097,23,1,3.56,23,2
329108,118,2,78.915,160,3
329109,155,1,495.11,155,4
329111,40,3,305.776666,103,2
329119,191,1,440.27,191,4
329120,113,2,65.835,191,3
329121,93,6,243.524999,191,5
329123,119,2,399.619998,178,4
329133,35,2,141.639999,92,2
329134,86,1,320.23,86,2
329136,24,9,182.57111,188,5
329137,106,4,225.969999,191,5
329139,122,3,214.429999,191,3
329142,80,2,256.674999,191,5
329143,38,2,70.88,115,2
329144,182,1,164.22,182,3
329153,19,11,109.16909,191,5
329154,92,4,572.542499,186,4
329157,128,7,203.488571,191,5
329161,70,2,221.534999,191,5
329162,155,1,9.869999,155,3
329164,191,1,134.979999,191,3
329170,24,6,10.416666,183,5
329171,191,1,94.02,191,3
329177,191,1,34.37,191,3
329182,61,5,122.146,169,5
329183,44,4,165.96,191,5
329187,18,3,190.133333,184,5
329188,142,2,94.08,191,3
329190,21,3,151.416666,176,5
329194,162,3,50.399999,191,3
329198,3,13,219.841538,184,5
329200,191,1,144.76,191,3
329208,71,2,13.655,178,5
329209,191,1,126.139999,191,3
329212,16,2,46.469999,45,2
329215,13,8,311.172498,191,5
329216,17,11,142.618181,154,5
329224,76,4,103.4725,167,5
329226,171,1,43.4,171,3
329228,169,1,83.15,169,3
329236,142,1,278.83,142,3
329238,191,1,48.36,191,3
329245,14,11,189.728181,189,5
329249,191,1,575.4,191,4
329250,191,1,575.4,191,4
329253,188,1,180.66,188,3
329257,12,5,416.049999,174,4
329258,191,1,89.88,191,3
329259,191,1,14.97,191,3
329260,181,1,126.109998,181,3
329261,42,2,230.38,133,2
329262,84,1,4.58,84,2
329264,169,1,516.479999,169,4
329266,77,5,263.857999,183,5
329270,90,5,147.264,191,5
329273,68,4,478.472498,191,4
329275,144,4,252.139999,191,3
329276,26,4,81.8875,186,5
329277,191,1,237.039999,191,3
329278,91,1,22.98,91,2
329279,178,1,170.17,178,3
329283,3,4,110.505,189,5
329284,2,12,160.005833,191,5
329285,44,2,68.785,191,5
329294,2,2,53.32,169,5
329300,191,1,93.94,191,3
329302,166,1,297.539997,166,3
329305,150,2,186.799999,191,3
329312,52,4,81.345,191,5
329313,106,4,243.187498,191,5
329317,143,1,177.33,143,3
329320,77,5,380.613999,191,4
329324,191,1,84.81,191,3
329326,191,1,182.52,191,3
329331,191,2,141.15,191,3
329334,103,2,116.704998,179,3
329335,6,6,253.009999,114,2
329339,46,9,164.729999,191,5
329346,191,1,55.2,191,3
329347,89,5,256.699999,147,5
329349,64,3,23.163333,140,2
329350,16,1,14.36,16,2
329351,21,14,47.679999,134,5
329355,170,2,193.75,186,3
329357,191,1,575.4,191,4
329363,15,2,141.26,166,5
329368,191,1,575.4,191,4
329370,38,6,484.354998,191,4
329372,174,1,31.07,174,3
329373,71,1,43.67,71,2
329374,160,1,95.18,160,3
329376,17,4,106.772497,148,5
329380,30,4,135.592499,101,2
329382,191,1,152.169995,191,3
329383,191,1,47.02,191,3
329386,68,3,52.013333,128,2
329389,1,2,281.765,97,2
329390,191,2,65.585,191,3
329395,3,5,371.729999,184,5
329396,168,2,64.635,172,3
329398,2,1,29.97,2,2
329399,191,1,635.2,191,4
329401,41,14,191.271428,191,5
329403,120,1,14.77,120,2
329404,130,3,102.306666,179,3
329405,28,4,653.169997,119,4
329409,73,10,141.712999,191,5
329414,86,1,422.33,86,4
329417,7,11,489.79818,191,4
329420,85,5,193.131999,191,5
329421,97,5,230.823999,191,5
329428,44,1,16.63,44,2
329429,163,3,205.906666,191,3
329432,191,1,112.69,191,3
329433,191,1,34.68,191,3
329436,191,1,108.4,191,3
329438,191,1,222.27,191,3
329441,110,4,106.957499,162,3
329442,191,1,46.93,191,3
329444,26,2,297.024998,66,2
329448,3,10,85.763999,147,5
329449,3,4,26.57,191,5
329450,14,8,118.97,191,5
329452,191,1,189.53,191,3
329457,161,1,371.56,161,4
329461,7,2,20.315,75,2
329465,25,4,94.735,163,5
329468,171,4,53.5225,191,3
329469,110,3,191.843333,191,3
329470,14,4,50.195,183,5
329476,140,2,234.74,177,3
329481,2,7,76.629999,191,5
