cliente,recencia,frequencia,valor_monetario,periodo,grupo
166,21,10,125.955999,239,5
167,34,14,197.380714,239,5
194,170,4,70.284999,226,3
196,235,1,23.55,235,3
198,71,10,271.104999,201,5
201,3,3,130.913333,89,2
206,138,2,54.77,191,3
212,225,1,4.28,225,3
214,161,2,410.054997,175,4
215,232,2,132.89,233,3
224,5,21,32.939047,239,1
225,131,2,182.949999,137,3
227,171,10,51.902,242,3
228,14,15,79.221999,195,1
237,137,7,30.042857,239,3
246,14,21,27.864285,241,1
247,12,12,220.672499,220,5
324,16,6,121.331666,242,5
349,3,31,201.080644,236,1
361,89,9,39.815555,238,5
365,214,3,57.083333,240,3
369,114,10,119.202999,229,5
387,15,21,86.549047,239,1
535,237,1,306.67,237,3
637,52,12,20.0525,243,5
645,77,4,167.5375,227,5
648,17,1,190.379999,17,2
650,10,20,73.425999,239,1
653,136,1,4.99,136,3
656,157,1,32.27,157,3
657,2,1,25.08,2,2
658,152,5,18.324,219,3
666,63,2,19.2,201,5
675,14,7,46.037142,234,5
701,62,5,182.939999,191,5
703,70,17,123.082941,238,1
718,12,8,93.483749,240,5
779,121,4,22.1775,235,3
781,89,4,66.11,134,2
784,37,7,231.789999,186,5
793,1,18,74.512777,194,1
800,67,4,16.6175,238,5
801,82,2,179.98,82,2
804,179,1,99.9,179,3
815,199,1,10.9,199,3
823,3,2,55.35,152,5
824,52,7,33.797142,221,5
845,203,1,72.08,203,3
846,204,1,45.8,204,3
848,65,1,37.45,65,2
849,4,27,104.805555,242,1
959,3,7,116.264285,231,5
960,233,1,59.88,233,3
970,18,28,133.308571,243,1
975,27,18,117.927777,238,1
986,112,10,207.800999,236,5
989,49,1,101.86,49,2
992,102,5,81.204,229,5
995,30,10,93.651,231,5
997,3,6,203.006666,213,5
998,236,2,173.634998,241,3
999,9,20,260.732499,243,1
1000,14,18,26.547222,235,1
1006,26,12,161.558333,238,5
1015,238,2,118.49499900000001,239,3
1016,14,22,63.380454,225,1
1017,44,11,53.684545,215,5
1021,33,6,147.893333,225,5
1022,25,10,33.715999,225,5
1025,61,3,48.579999,191,5
1027,122,4,16.1475,204,3
1028,7,1,199.92,7,2
1029,63,1,109.95,63,2
1030,1,49,182.002448,235,1
1031,21,6,485.916666,236,4
1032,17,7,119.028571,223,5
1033,1,13,169.409999,225,5
1036,50,9,21.313333,220,5
1038,48,8,189.651249,232,5
1039,39,4,190.974999,205,5
1040,12,3,163.089999,191,5
1041,9,38,45.76,243,1
1043,113,13,127.058461,234,5
1044,125,3,203.556666,146,3
1045,7,9,34.044444,212,5
1046,4,19,203.324735,240,1
1048,17,7,492.314284,229,4
1049,24,10,232.111999,224,5
1050,16,5,92.517999,215,5
1051,4,10,57.477999,219,5
1052,19,14,75.745714,232,1
1053,191,3,17.303333,214,3
1054,13,12,178.625832,223,5
1055,36,19,54.684736,239,1
1056,209,5,89.767999,241,3
1057,23,8,211.034999,236,5
1058,206,3,201.863333,238,3
1059,218,1,38.16,218,3
1061,191,1,6.45,191,3
1062,83,11,81.400908,219,5
1064,53,8,104.882499,233,5
1065,48,7,524.42857,238,4
1066,84,3,181.513333,218,5
1067,178,6,104.446666,224,3
1068,2,12,173.890833,236,5
1071,3,17,75.702352,241,1
1073,18,10,57.353999,239,5
1074,178,6,62.661666,238,3
1076,5,6,205.663333,191,5
1077,25,6,128.343333,226,5
1078,237,2,259.605,238,3
1079,231,1,699.309999,231,4
1080,224,1,19.52,224,3
1082,10,10,43.485,239,5
1083,20,12,116.132499,236,5
1085,12,20,198.738499,224,1
1086,18,11,88.020908,226,5
1087,57,6,81.979999,231,5
1090,147,4,403.0075,237,4
1092,115,1,136.89,115,2
1093,19,14,43.850714,233,1
1094,2,24,147.869999,239,1
1095,118,8,131.833749,243,5
1096,10,9,101.255555,191,5
1097,9,11,51.834545,229,5
1098,238,2,291.389999,238,3
1099,17,21,80.485238,240,1
1100,22,15,185.946666,238,1
1101,67,7,129.044285,226,5
1102,15,5,85.495999,233,5
1103,15,7,75.92,243,5
1104,16,15,213.483333,238,1
1105,231,1,13.85,231,3
1106,114,5,187.936,205,5
1107,132,2,254.595,140,3
1108,101,1,34.66,101,2
1109,161,5,200.483999,234,3
1110,10,2,23.78,50,2
1112,122,1,997.529998,122,4
1113,111,2,301.525,206,4
1114,20,3,26.48,133,2
1115,63,9,498.858888,203,4
1116,3,15,80.159999,180,1
1117,50,2,27.295,207,5
1120,98,1,57.159996,98,2
1123,62,1,148.92,62,2
1126,1,7,25.381428,178,5
1129,137,5,26.985999,236,3
1133,16,14,37.032856,226,1
1134,74,4,89.0775,243,5
1135,4,2,36.3,28,2
1136,167,5,102.541999,239,3
1138,39,3,12.013333,214,5
1142,144,11,176.085454,241,5
1144,60,4,34.107499,180,5
1145,63,3,130.743333,191,5
1148,48,4,192.829999,241,5
1149,236,1,19.9,236,3
1150,48,1,385.859999,48,2
1151,113,2,1070.289998,238,4
1153,90,2,546.899999,238,4
1156,120,6,548.518332,239,4
1157,42,4,308.747499,204,5
1158,15,6,24.946666,225,5
1162,33,2,259.209998,173,5
1167,17,3,244.25,29,2
1168,6,8,176.701249,243,5
1169,238,1,60.929999,238,3
1171,143,1,138.32,143,3
1172,8,22,158.892726,228,1
1174,115,7,153.031427,241,5
1175,15,20,352.502999,241,1
1176,8,18,184.317777,217,1
1177,23,11,38.518181,236,5
1179,47,3,565.236666,175,4
1180,237,1,451.489997,237,4
1183,1,9,28.966666,219,5
1188,134,2,56.599999,139,3
1199,1,31,131.544838,242,1
1201,205,1,22.98,205,3
1202,165,2,34.935,185,3
1205,59,1,526.439998,59,4
1208,90,24,36.158333,243,1
1211,98,3,61.8,166,5
1216,183,4,61.295,215,3
1219,28,9,164.879999,140,5
1226,191,3,146.329999,218,3
1229,91,5,121.959999,205,5
1230,237,1,406.48,237,3
1232,239,1,503.62,239,4
1233,122,4,145.5825,225,3
1234,11,10,98.433999,239,5
1236,21,2,79.129999,63,2
1238,9,8,103.569999,208,5
1239,29,4,85.524999,238,5
1244,99,2,38.275,238,3
1247,6,3,183.943332,210,5
1253,18,14,61.358571,243,1
1257,102,6,109.97,212,5
1258,1,9,212.326666,186,5
1259,237,1,531.349998,237,4
1260,28,21,126.685237,243,1
1261,156,5,87.011999,212,3
1264,179,2,119.53,193,3
1265,8,16,79.95625,241,1
1275,12,8,205.936249,238,5
1276,18,30,27.986666,243,1
1279,29,9,59.29,203,5
1282,9,36,74.911944,241,1
1289,14,23,128.126956,239,1
1291,98,2,201.189999,209,5
1292,119,3,37.136666,191,3
1293,122,3,101.493332,237,3
1296,118,4,185.802499,131,2
1298,12,7,34.567142,217,5
1299,140,3,205.419999,163,3
1301,207,3,236.486666,235,3
1302,59,5,261.546,238,5
1303,56,7,124.672856,224,5
1311,9,6,101.154999,239,5
1315,160,1,480.379998,160,4
1318,160,3,134.986666,211,3
1321,25,4,116.177499,236,5
1322,172,2,62.82,211,3
1327,237,1,202.36,237,3
1328,6,8,132.781249,219,5
1331,64,2,42.48,117,2
1332,2,7,110.627142,234,5
1343,236,1,241.369999,236,3
1347,14,2,128.03,183,5
1348,9,10,69.301999,242,5
1350,182,2,81.229999,182,3
1352,22,15,202.981332,239,1
1353,50,3,185.003332,210,5
1354,37,8,63.407499,229,5
1355,28,17,45.228235,241,1
1359,9,7,253.977142,233,5
1360,225,2,207.435,234,3
1364,21,2,58.834999,59,2
1365,15,6,46.061666,212,5
1366,85,2,113.649999,212,5
1368,57,7,613.604284,239,4
1371,49,7,46.152857,169,5
1375,92,6,44.12,242,5
1376,224,1,109.95,224,3
1377,211,2,28.27,211,3
1382,13,21,268.090951,241,1
1383,200,4,16.74,220,3
1390,14,2,65.889999,159,5
1400,14,24,66.196249,241,1
1407,13,35,52.956285,243,1
1413,206,1,15.67,206,3
1414,25,14,136.231428,228,1
1415,232,1,143.27,232,3
1416,135,5,266.437999,214,3
1419,212,3,61.243333,243,3
1425,239,1,57.83,239,3
1426,35,3,199.666666,242,5
1427,177,3,53.686666,226,3
1429,52,3,316.09333,83,2
1432,134,5,21.658,236,3
1433,24,12,140.914166,202,5
1442,93,3,293.473333,219,5
1447,20,7,76.888571,177,5
1451,182,1,49.9,182,3
1455,26,1,15.96,26,2
1458,194,1,69.02,194,3
1462,110,4,67.282499,219,3
1475,221,2,124.59,228,3
1476,24,1,302.03,24,2
1478,1,11,379.537272,238,5
1487,42,8,293.202499,239,5
1489,24,5,289.039998,238,5
1493,212,1,101.28,212,3
1494,3,13,53.104615,241,5
1495,111,9,92.854444,240,5
1497,1,31,155.573225,237,1
1498,16,41,202.054633,242,1
1506,17,19,300.095262,234,1
1557,27,4,18.165,239,5
1559,2,2,434.464999,210,4
1560,22,12,42.650833,192,5
1580,63,1,244.55,63,2
1584,46,8,14.5225,242,5
1585,25,8,217.473748,238,5
1595,211,1,65.71,211,3
1670,108,1,159.31,108,2
1680,14,24,139.564166,240,1
1686,92,2,313.049999,175,4
1689,37,8,440.681249,202,4
1690,238,1,83.64,238,3
1691,14,3,24.176666,73,2
1731,16,3,69.97,191,5
1740,237,1,799.669998,237,4
1757,1,16,229.200624,231,1
1766,16,6,56.293333,109,2
1775,199,1,13.98,199,3
1777,25,8,104.106249,237,5
1781,14,11,73.46909,242,5
1794,3,11,84.164545,241,5
1801,87,5,56.449999,240,5
1810,219,1,79.56,219,3
1812,106,1,31.21,106,2
1816,5,26,124.441153,243,1
1831,49,12,32.378333,241,5
1832,175,1,82.21,175,3
1837,105,6,247.511666,238,5
1845,140,4,80.97,243,3
1871,10,24,119.657499,238,1
1878,13,7,206.715714,178,5
1887,118,7,70.794285,227,5
1896,125,4,41.5025,211,3
1923,241,1,59.9,241,3
1960,16,31,33.131612,243,1
2010,25,6,140.543333,86,2
2054,211,2,131.21,223,3
2076,14,1,307.769998,14,2
2103,91,4,114.692499,204,5
2143,204,1,186.059999,204,3
2171,51,3,36.296666,219,5
2226,44,3,128.463333,91,2
2240,121,5,34.468,243,3
2297,11,6,55.3,219,5
2300,110,2,176.695,191,3
2305,137,3,27.583333,238,3
2398,24,5,41.914,191,5
2406,89,5,111.846,211,5
2482,63,1,731.659998,63,4
2489,202,2,46.43,204,3
2502,17,9,81.979999,213,5
2688,12,5,70.386,182,5
2711,14,1,39.9,14,2
2767,120,2,20.095,230,3
2808,16,1,12.47,16,2
2825,85,6,30.15,239,5
2826,204,1,5.07,204,3
2912,41,12,65.805,227,5
2913,17,13,101.875384,243,5
2925,58,7,96.064285,174,5
2939,52,2,22.025,68,2
3114,85,1,50.65,85,2
3300,113,4,481.034999,232,4
3449,22,1,25.56,22,2
3487,225,2,733.329987,237,4
3491,20,7,62.131428,203,5
3959,224,1,194.699999,224,3
4370,120,8,30.95625,236,5
4496,141,2,13.87,160,3
4558,206,1,284.379999,206,3
4561,155,3,309.316666,176,4
4565,211,1,490.219999,211,4
4575,10,2,47.85,21,2
4591,88,8,150.842499,240,5
4593,77,3,63.976666,112,2
4597,1,16,247.523124,242,1
4600,73,5,642.515999,233,4
4605,103,9,93.619999000000007,225,5
4615,178,1,72.35,178,3
4628,2,12,67.416666,208,5
4637,17,6,66.589999,240,5
4651,17,4,378.31,108,2
4652,17,4,40.9,205,5
4663,1,5,121.165999,195,5
4675,3,8,170.081249,191,5
4676,3,12,98.419999,227,5
4684,214,2,389.745,227,4
4697,129,4,169.2275,199,3
4708,20,7,255.259999,183,5
4721,64,5,96.069998,219,5
4729,91,11,140.636363,232,5
4736,225,2,77.12,225,3
4739,36,13,40.864615,185,5
4740,239,1,132.96,239,3
4742,2,43,71.890697,242,1
4749,3,6,44.793333,59,2
4761,47,5,114.618,239,5
4766,15,13,223.583845,231,5
4767,59,4,271.747499,228,5
4768,205,1,402.19,205,4
4780,3,20,263.009999,235,1
4786,23,1,39.05,23,2
4796,56,2,147.885,121,2
4817,119,3,394.373332,167,4
4831,62,7,245.825713,161,5
4835,8,18,413.570554,218,1
4853,3,28,151.704642,232,1
4875,230,1,432.019997,230,4
4880,192,4,341.424998,241,3
4883,7,42,127.747142,241,1
4894,16,8,364.383749,225,5
4903,164,2,210.579999,193,3
4907,119,2,595.624998,154,4
4918,21,7,36.042857,211,5
4920,80,6,116.611665,162,5
4921,45,8,51.6475,237,5
4924,3,13,114.676923,193,5
4925,60,8,343.634998,212,5
4926,30,10,124.382999,234,5
4937,143,6,155.391666,235,3
4941,13,19,146.700526,239,1
4957,133,1,75.15,133,3
4958,148,3,648.529997,234,4
4961,15,17,105.882352,228,1
4965,1,2,273.039999,16,2
4970,64,6,243.106665,211,5
4976,19,12,146.532499,207,5
4977,45,1,107.36,45,2
4979,93,8,420.748749,232,4
4982,27,2,192.525,80,2
4986,203,2,273.059999,229,3
4989,17,8,99.892499,228,5
5014,185,2,243.27,205,3
5037,9,1,12.18,9,2
5051,129,1,68.02,129,3
5052,104,1,15.45,104,2
5057,50,1,144.24,50,2
5065,213,1,370.61,213,3
5066,8,21,74.498571,238,1
5067,35,11,45.13909,119,5
5072,19,5,311.761999,108,2
5079,7,14,215.639999,232,1
5080,49,7,519.014285,176,4
5089,10,8,168.12375,186,5
5090,204,2,244.319999,224,3
5101,10,8,256.943749,224,5
5103,2,7,114.721428,168,5
5104,209,4,42.6075,243,3
5114,236,1,161.529999,236,3
5117,118,4,503.209997,232,4
5123,46,6,33.428333,233,5
5136,5,5,495.093999,142,4
5137,222,1,245.19,222,3
5142,199,3,136.126666,219,3
5167,15,2,56.995,47,2
5169,11,10,231.197999,243,5
5173,2,8,218.396249,66,2
5181,224,4,38.382499,239,3
5199,34,11,243.977271,238,5
5201,10,28,61.651071,227,1
5213,221,3,117.806666,225,3
5225,18,7,124.125714,228,5
5240,28,8,164.107499,210,5
5241,27,16,187.981874,234,1
5249,116,3,53.889999,206,3
5255,143,2,442.534999,147,4
5257,191,9,51.504444,243,3
5258,3,25,109.126799,241,1
5295,1,6,209.221666,121,2
5308,7,11,212.826363,217,5
5311,17,19,128.291578,235,1
5315,42,6,354.014999,211,5
5319,20,10,290.534999,235,5
5321,29,6,227.339999,183,5
5357,63,1,190.28,63,2
5373,62,6,281.973332,174,5
5377,147,1,89.84,147,3
5383,16,8,189.743749,218,5
5406,62,2,653.804997,224,4
5423,199,2,174.36,233,3
5433,63,4,67.247499,229,5
5437,65,1,405.36,65,2
5440,41,4,179.352499,133,2
5442,81,13,65.163846,242,5
5454,7,5,262.147999,83,2
5469,57,20,97.309499,243,1
5505,231,1,453.959998,231,4
5509,136,1,15.99,136,3
5512,212,2,41.644999,240,3
5513,56,12,282.116666,233,5
5514,203,1,193.34,203,3
5524,192,2,80.649999,206,3
5538,119,7,200.777142,206,5
5565,66,4,325.574999,167,5
5578,198,6,222.141666,238,3
5592,2,1,394.55,2,2
5594,25,1,618.109996,25,4
5603,16,1,354.869999,16,2
5607,206,2,275.604995,215,3
5625,42,14,238.553571,224,5
5633,204,1,39.76,204,3
5656,191,3,77.25,220,3
5673,199,1,232.64,199,3
5682,175,4,281.162499,211,3
5684,45,3,63.696666,59,2
5703,191,1,79.23,191,3
5705,7,42,109.269285,240,1
5712,101,1,654.899999,101,4
5738,7,10,289.906999,221,5
5754,14,17,167.154117,238,1
5758,7,5,165.214,183,5
5762,85,8,53.897499,232,5
5774,38,8,96.948749,150,5
5793,242,1,87.87,242,3
5794,1,46,128.875652,241,1
5801,126,3,47.296666,148,3
5819,98,11,83.974544,212,5
5831,77,2,211,84,2
5868,136,2,82.63,162,3
5870,6,1,42.04,6,2
5900,22,16,227.861249,232,1
5907,105,1,32.97,105,2
5908,46,2,15.985,164,5
5914,17,16,303.132499,231,1
5923,241,1,43.42,241,3
5930,161,2,442.54,236,4
5952,18,7,434.524285,191,4
5962,20,13,189.151538,212,5
5964,119,1,400.819998,119,4
5965,67,13,36.64,225,5
6005,9,6,144.688333,70,2
6008,17,8,179.378748,206,5
6014,80,11,254.336363,224,5
6020,182,4,145.982499,212,3
6032,1,9,41.226666,101,2
6041,53,9,64.808888,225,5
6070,12,5,291.057999,57,2
6083,64,7,347.924284,147,4
6087,122,5,338.381999,207,4
6089,94,2,130.56,100,2
6099,162,1,130.52,162,3
6104,15,19,110.746315,238,1
6113,166,2,294.729999,208,3
6117,3,9,257.393332,218,5
6120,71,17,113.353529,218,1
6142,206,7,45.684285,242,3
6188,87,19,142.275788,243,1
6191,41,3,41.543333,84,2
6217,48,8,358.27875,191,5
6219,86,5,99.809999,165,5
6227,117,7,229.357142,227,5
6239,73,4,241.012499,161,5
6240,30,24,52.874583,243,1
6253,3,35,93.776285,234,1
6259,28,5,404.259999,208,5
6261,47,3,412.263331,163,4
6265,77,5,167.903999,178,5
6282,49,1,234.82,49,2
6288,7,16,329.576249,229,1
6290,145,1,846.209999,145,4
6299,39,9,168.284444,228,5
6305,202,2,48.525,242,3
6330,138,6,25.706666,212,3
6334,13,12,98.361666,170,5
6349,28,2,142.064999,194,5
6350,12,25,108.085199,225,1
6352,86,2,806.649998,204,4
6359,1,3,46.56,87,2
6360,118,4,219.822499,172,3
6363,113,2,341.834998,144,4
6370,34,9,168.865555,227,5
6373,6,23,157.74826,213,1
6375,94,1,298.379999,94,2
6376,12,5,64.746,223,5
6405,66,4,216.874999,210,5
6457,210,1,289.58,210,3
6465,8,2,121.56,48,2
6468,2,6,29.379999,126,2
6490,157,4,246.474999,230,3
6494,191,2,93.49,203,3
6500,25,10,74.058999,240,5
6504,23,4,229.132499,78,2
6505,234,2,559.204998,234,4
6511,66,5,235.865999,180,5
6514,30,5,389.009998,224,5
6517,17,25,101.885999,232,1
6523,135,2,41.51,214,3
6546,154,3,9.486666,229,3
6564,42,6,233.319999,217,5
6568,175,3,65.45,216,3
6572,87,4,196.837499,160,5
6575,3,23,162.415651,197,1
6577,75,3,60.766666,236,5
6579,103,6,229.344999,227,5
6587,17,6,170.464999,214,5
6588,112,3,179.686665,211,3
6592,57,6,197.036664,178,5
6602,69,16,158.594374,209,1
6603,14,11,80.102727,191,5
6608,193,1,40.2,193,3
6609,74,1,194.97,74,2
6612,28,7,112.378571,215,5
6623,47,12,72.144166,227,5
6630,201,1,658.329999,201,4
6643,191,3,31.45,239,3
6673,175,10,85.862999,241,3
6678,84,4,210.864999,220,5
6679,3,12,76.204999,224,5
6682,179,2,221.55,214,3
6688,7,2,49.675,34,2
6700,2,8,133.234999,177,5
6705,213,3,103.39,225,3
6717,23,2,169.395,109,2
6718,139,2,246.889999,172,3
6730,12,5,429.209999,213,4
6737,82,1,532.009998,82,4
6762,1,3,264.736666,226,5
6766,110,1,4.45,110,2
6767,42,6,245.089999,234,5
6796,29,16,164.004999,239,1
6807,17,23,167.170434,240,1
6810,204,1,375.3,204,4
6825,208,2,34.87,208,3
6831,4,7,86.235714,208,5
6836,30,2,356.004998,91,2
6840,177,1,2.46,177,3
6846,23,16,56.248124,205,1
6851,1,2,160.21,78,2
6860,3,1,121.87,3,2
6872,65,28,86.204999,238,1
6876,14,6,149.223332,196,5
6896,58,1,197.35,58,2
6908,49,5,129.955999,217,5
6921,13,9,126.192222,216,5
6925,77,1,136.55,77,2
6945,2,24,73.328749,226,1
6965,3,9,106.327777,232,5
6969,205,4,108.532499,224,3
6970,30,2,167.239999,156,5
6992,182,5,63.96,204,3
7002,235,2,412.284999,235,4
7009,24,1,683.72,24,4
7071,157,1,278.31,157,3
7076,75,6,420.623332,199,4
7079,166,4,218.794999,191,3
7089,213,1,141.099999,213,3
7100,217,1,388.979999,217,4
7109,212,1,135.28,212,3
7151,52,2,348.394998,198,4
7189,52,3,446.679999,112,4
7196,30,20,307.348999,241,1
7211,38,8,67.928749,211,5
7220,7,2,124.645,129,2
7221,14,3,109.496665,196,5
7223,160,3,149.823333,224,3
7226,60,3,87.54,91,2
7229,76,1,244.54,76,2
7257,212,1,400.799999,212,4
7264,242,1,125.789999,242,3
7267,52,4,258.597499,131,2
7271,1,18,124.983333,224,1
7303,108,8,142.716249,226,5
7306,243,1,242.029999,243,3
7308,2,16,202.377499,240,1
7317,47,7,351.629999,170,5
7348,155,1,253.98,155,3
7353,213,2,190.235,213,3
7362,9,3,94.373333,68,2
7364,161,1,136.81,161,3
7376,36,1,158.13,36,2
7380,49,1,1169.999999,49,4
7418,169,3,248.256666,219,3
7421,141,1,83.93,141,3
7445,73,2,153.384998,214,5
7450,206,1,319.78,206,3
7451,4,1,88.52,4,2
7487,19,7,174.545713,167,5
7488,1,4,95.269999,132,2
7492,213,1,96.45,213,3
7495,19,12,130.613333,239,5
7505,27,18,202.341665,199,1
7519,50,4,84.2125,224,5
7520,147,1,16.28,147,3
7538,26,3,587.913333,209,4
7552,47,5,62.502,201,5
7555,77,2,349.049998,206,4
7563,191,1,257.65,191,3
7572,35,25,79.953999,241,1
7582,25,2,432.579997,59,2
7583,24,11,336.102727,234,5
7585,30,7,40.348571,220,5
7591,17,16,112.315624,241,1
7596,105,23,69.815651,241,1
7619,7,13,49.184615,220,5
7631,117,2,212.289999,175,3
7634,10,6,296.883333,206,5
7650,222,1,86.09,222,3
7659,93,8,196.948749,212,5
7661,85,4,123.032499,204,5
7671,50,6,107.164998,224,5
7684,73,4,102.0325,84,2
7700,63,8,39.3675,219,5
7727,45,1,120.3,45,2
7734,108,1,332.249999,108,4
7743,24,8,698.706248,243,4
7755,23,1,123.36,23,2
7762,178,11,104.973635,234,3
7767,219,1,176.33,219,3
7771,144,4,40.1525,191,3
7786,10,13,48.707692,234,5
7792,4,14,280.484998,215,5
7793,6,1,196.879998,6,2
7805,1,11,490.949999,210,5
7811,100,11,161.949999,191,5
7813,76,10,235.330999,234,5
7825,25,15,155.365999,242,1
7830,61,9,63.415555,242,5
7831,44,5,217.267998,204,5
7836,206,2,369.274996,240,3
7841,226,2,160.375,238,3
7843,210,1,70.25,210,3
7865,101,1,34.42,101,2
7874,78,2,53.8,113,2
7890,191,1,38.21,191,3
7911,59,4,113.547499,165,5
7926,9,3,120.889999,80,2
7930,25,8,97.068749,206,5
7943,72,4,45.2725,201,5
7946,1,18,233.587777,233,1
7964,203,1,762.129998,203,4
7970,23,5,494.599998,234,4
7977,14,18,196.405555,235,1
7983,23,6,206.724999,206,5
7985,70,4,100.389999,213,5
7991,160,2,366.419999,176,4
8011,211,1,240.899999,211,3
8014,233,1,39.9,233,3
8018,15,13,102.226922,224,5
8025,212,1,128.63,212,3
8026,94,1,82.07,94,2
8032,239,1,63.4,239,3
8039,76,3,47.97,129,2
8046,87,5,656.423998,181,4
8050,92,2,36.555,100,2
8056,14,1,31.98,14,2
8060,167,1,145.39,167,3
8083,54,1,373.85,54,2
8093,6,20,165.688499,230,1
8104,48,17,106.643529,235,1
8129,182,1,69.68,182,3
8150,75,2,365.539999,176,4
8162,206,3,41.546666,231,3
8164,72,3,16.07,218,5
8181,126,2,319.084999,164,4
8189,175,1,260.87,175,3
8201,205,2,84.714999,208,3
8203,120,5,242.613997,212,5
8214,118,2,270.729992,170,3
8234,122,9,270.666665,227,5
8236,7,5,97.453999,113,2
8243,7,1,197.12,7,2
8248,1,4,621.744998,213,4
8252,225,2,36.08,239,3
8263,8,26,170.419999,217,1
8266,194,1,178.649999,194,3
8275,92,1,238.749999,92,2
8278,46,1,200.77,46,2
8288,15,21,36.428095,205,1
8303,93,4,447.134998,182,4
8311,191,1,38.36,191,3
8314,7,3,244.693332,206,5
8323,59,2,263.534999,79,2
8334,29,22,132.750908,235,1
8355,75,1,6.37,75,2
8382,93,5,241.489999,214,5
8403,212,4,75.2525,242,3
8404,137,1,144.76,137,3
8406,211,1,315.78,211,3
8413,131,9,207.824443,221,5
8429,30,11,322.716363,236,5
8442,101,6,221.961666,238,5
8451,7,7,130.671428,210,5
8476,89,11,102.187272,237,5
8478,127,2,316.45,191,4
8480,208,1,10.99,208,3
8484,44,6,129.096666,239,5
8487,174,2,15.48,206,3
8488,177,1,330.099998,177,3
8489,12,5,144.983999,224,5
8491,24,9,148.999999,239,5
8506,57,4,23.46,118,2
8514,78,14,136.897142,242,5
8526,201,4,54.1225,236,3
8543,168,1,547.609999,168,4
8548,175,2,516.609999,210,4
8556,195,2,292.985,200,3
8557,11,8,160.908749,203,5
8559,3,12,67.851666,223,5
8569,9,14,85.466428,208,1
8571,24,9,226.529999,223,5
8587,164,3,28.173332,205,3
8590,189,4,189.1875,241,3
8595,166,7,57.682857,238,3
8598,160,2,254.714999,164,3
8624,83,3,327.596663,199,4
8641,211,2,25.985,223,3
8649,80,4,380.902498,213,4
8661,169,1,45.54,169,3
8668,53,5,83.124,177,5
8700,93,3,129.406666,223,5
8712,230,3,55,238,3
8717,82,6,462.379999,206,4
8721,17,4,497.207499,209,4
8722,90,6,53.758333,242,5
8732,191,1,112.26,191,3
8740,87,1,662.56,87,4
8759,23,2,872.394996,89,4
8767,113,2,483.984999,175,4
8769,2,14,38.534999,238,1
8776,5,36,74.700555,238,1
8779,114,1,384.279999,114,4
8784,57,7,134.695713,220,5
8791,48,4,318.542499,146,5
8796,5,9,139.416665,236,5
8812,211,1,126.519999,211,3
8815,239,1,97.379999,239,3
8819,17,14,113.342857,212,1
8820,12,12,100.574999,232,5
8837,46,8,224.856249,211,5
8845,59,19,32.659999,243,1
8865,233,4,54.9825,238,3
8875,67,2,229.774998,67,2
8886,187,1,347.43,187,4
8890,65,6,190.129999,101,2
8895,68,3,480.953333,180,4
8906,136,2,423.549999,232,4
8922,6,8,713.216247,240,4
8924,50,11,34.743636,236,5
8938,110,4,106.842499,223,3
8946,128,8,54.22375,242,3
8948,121,2,116.44,161,3
8949,2,2,33.514999,175,5
8968,2,2,161.939999,213,5
8977,50,1,140.23,50,2
8983,108,2,133.975,118,2
8984,116,2,960.789999,116,4
9021,51,1,11.12,51,2
9024,61,7,95.854285,243,5
9031,85,6,159.145,213,5
9048,101,2,79.425,137,2
9052,3,6,259.606666,110,2
9060,162,4,138.329999,216,3
9068,17,7,499.175714,203,4
9080,71,2,115.945,236,5
9096,224,1,272.049999,224,3
9098,128,4,47.472499,178,3
9117,175,2,441.214998,210,4
9122,8,20,38.625999,241,1
9128,3,15,155.993998,216,1
9130,11,15,174.832666,240,1
9135,59,9,313.878888,238,5
9141,3,6,69.983333,16,2
9149,13,14,133.824285,226,1
9153,76,3,35.27,221,5
9175,10,2,380.799999,32,2
9180,142,1,31.5,142,3
9186,106,2,163.029999,173,3
9206,138,1,81.18,138,3
9212,59,11,225.257272,227,5
9214,203,1,665.51,203,4
9227,16,10,78.921999,61,2
9230,175,4,425.227499,222,4
9233,17,10,135.197999,240,5
9240,178,1,33.61,178,3
9242,1,24,34.578749,102,1
9243,46,16,35.759374,243,1
9258,19,3,844.439997,143,4
9261,102,3,96.016666,218,5
9264,170,2,139.149999,203,3
9270,17,1,40.72,17,2
9274,3,19,76.428947,205,1
9290,122,2,91.955,169,3
9293,120,4,73.859999,225,3
9294,204,1,83.05,204,3
9302,12,32,333.383124,238,1
9316,153,7,33.142857,241,3
9333,4,3,569.979998,185,4
9338,70,8,57.228749,242,5
9353,79,6,315.293333,203,5
9366,99,2,34.605,101,2
9367,27,15,184.824665,239,1
9383,7,13,98.105384,236,5
9393,105,2,74.19,119,2
9397,93,3,258.563333,122,2
9401,20,1,222.7,20,2
9406,32,4,602.592497,172,4
9410,55,5,176.664,206,5
9411,17,1,245.81,17,2
9414,21,9,170.86222,175,5
9425,3,5,345.033999,175,5
9436,196,4,146.999999,217,3
9438,7,1,116.12,7,2
9462,210,3,81.019999,224,3
9464,83,3,152.183333,106,2
9475,148,3,673.296665,186,4
9477,194,2,527.8,219,4
9482,213,2,58.569999,238,3
9494,59,5,29.842,222,5
9495,66,1,159.28,66,2
9501,61,3,284.339998,94,2
9514,211,1,667.209999,211,4
9529,63,1,486.16,63,4
9539,175,3,166.156666,201,3
9567,21,5,115.735999,124,2
